league,season,game,jersey_number,player,team,is_starter,position,minutes_played,date,home_team,away_team,opponent_1,opponent,position_mode,is_oop,all_positions,most_common_position,position_1,position_2,position_3,position_4
ENG-Premier League,2324,Wolves-Newcastle Utd,8,Joao Gomes,Wolves,False,CM,5,2023-10-28,Wolves,Newcastle,Newcastle,Newcastle,CM,False,"CM,DM,AM,DM,CM,RM,DM,AM",DM,CM,,,
ENG-Premier League,2324,Wolves-Newcastle Utd,9,Fabio Silva,Wolves,False,FW,0,2023-10-28,Wolves,Newcastle,Newcastle,Newcastle,FW,False,"FW,LW,AM",FW,FW,,,
ENG-Premier League,2324,Wolves-Newcastle Utd,18,Sasa Kalajdzic,Wolves,False,FW,14,2023-10-28,Wolves,Newcastle,Newcastle,Newcastle,FW,False,"FW,AMC,LW",FW,FW,,,
ENG-Premier League,2324,Wolves-Newcastle Utd,19,Jonny Castro,Wolves,False,LM,0,2023-10-28,Wolves,Newcastle,Newcastle,Newcastle,LM,False,LM,LM,LM,,,
ENG-Premier League,2324,Wolves-Newcastle Utd,20,Tommy Doyle,Wolves,False,CM,37,2023-10-28,Wolves,Newcastle,Newcastle,Newcastle,CM,False,"DM,CM,AM",DM,CM,,,
ENG-Premier League,2324,Wolves-Newcastle Utd,21,Pablo Sarabia,Wolves,False,AM,0,2023-10-28,Wolves,Newcastle,Newcastle,Newcastle,AM,False,"FW,RM,AM,CB,RW,RW,CM,LW,AMR,CM,AM,RW,FW,RF",RW,AM,,,
ENG-Premier League,2324,Wolves-Newcastle Utd,22,Nick Pope,Newcastle,True,GK,90,2023-10-28,Wolves,Newcastle,Wolves,Wolves,GK,False,GK,GK,GK,,,
ENG-Premier League,2324,Wolves-Newcastle Utd,2,Kieran Trippier,Newcastle,True,RB,90,2023-10-28,Wolves,Newcastle,Wolves,Wolves,RB,False,"RB,LB,RB,RB,LB",RB,RB,,,
ENG-Premier League,2324,Wolves-Newcastle Utd,5,Fabian Schar,Newcastle,True,CB,90,2023-10-28,Wolves,Newcastle,Wolves,Wolves,CB,False,CB,CB,CB,,,
ENG-Premier League,2324,Wolves-Newcastle Utd,6,Jamaal Lascelles,Newcastle,True,CB,90,2023-10-28,Wolves,Newcastle,Wolves,Wolves,CB,False,CB,CB,CB,,,
ENG-Premier League,2324,Wolves-Newcastle Utd,7,Joelinton,Newcastle,True,LM,90,2023-10-28,Wolves,Newcastle,Wolves,Wolves,LM,False,"LM,AML,LW,CM,LM,LM,CM",LM,LM,,,
ENG-Premier League,2324,Wolves-Newcastle Utd,9,Callum Wilson,Newcastle,True,FW,90,2023-10-28,Wolves,Newcastle,Wolves,Wolves,FW,False,FW,FW,FW,,,
ENG-Premier League,2324,Wolves-Newcastle Utd,10,Anthony Gordon,Newcastle,True,"LW,RW",90,2023-10-28,Wolves,Newcastle,Wolves,Wolves,LW,True,"LW,LW,RW,RW,LW,LW,RM,RW,LF,RW,LW,LM,FW,LW,RW,RM,RW,LM",LW,LW,RW,,
ENG-Premier League,2324,Wolves-Newcastle Utd,24,Miguel Almiron,Newcastle,True,RW,71,2023-10-28,Wolves,Newcastle,Wolves,Wolves,RW,False,"RW,RW,LW,AMR,AML,LW,RW,LB",RW,RW,,,
ENG-Premier League,2324,Wolves-Newcastle Utd,33,Dan Burn,Newcastle,True,LB,90,2023-10-28,Wolves,Newcastle,Wolves,Wolves,LB,False,"LB,CB",LB,LB,,,
ENG-Premier League,2324,Wolves-Newcastle Utd,36,Sean Longstaff,Newcastle,True,RM,90,2023-10-28,Wolves,Newcastle,Wolves,Wolves,RM,False,"CM,RM,LM,RM,RM,CM,DM,LM,LM,LM,RM,CM",RM,RM,,,
ENG-Premier League,2324,Wolves-Newcastle Utd,39,Bruno Guimaraes,Newcastle,True,CM,90,2023-10-28,Wolves,Newcastle,Wolves,Wolves,CM,False,"CM,DM",CM,CM,,,
ENG-Premier League,2324,Wolves-Newcastle Utd,1,Martin Dubravka,Newcastle,False,GK,0,2023-10-28,Wolves,Newcastle,Wolves,Wolves,GK,False,GK,GK,GK,,,
ENG-Premier League,2324,Wolves-Newcastle Utd,3,Paul Dummett,Newcastle,False,CB,0,2023-10-28,Wolves,Newcastle,Wolves,Wolves,CB,False,"CB,LB",CB,CB,,,
ENG-Premier League,2324,Wolves-Newcastle Utd,11,Matt Ritchie,Newcastle,False,RW,0,2023-10-28,Wolves,Newcastle,Wolves,Wolves,RW,False,"RW,AMR,LW,LM,LW,LB,RM",LW,RW,,,
ENG-Premier League,2324,Wolves-Newcastle Utd,13,Matt Targett,Newcastle,False,LB,0,2023-10-28,Wolves,Newcastle,Wolves,Wolves,LB,False,"LB,LW",LB,LB,,,
ENG-Premier League,2324,Wolves-Newcastle Utd,17,Emil Krafth,Newcastle,False,RB,0,2023-10-28,Wolves,Newcastle,Wolves,Wolves,RB,False,"RB,CB,RM,CM",RB,RB,,,
ENG-Premier League,2324,Wolves-Newcastle Utd,20,Lewis Hall,Newcastle,False,LB,0,2023-10-28,Wolves,Newcastle,Wolves,Wolves,LB,False,"LB,LW",LB,LB,,,
ENG-Premier League,2324,Wolves-Newcastle Utd,21,Valentino Livramento,Newcastle,False,LB,0,2023-10-28,Wolves,Newcastle,Wolves,Wolves,LB,False,"LB,RW,RB,FW,LB,RB,RW,LB,RB,RB,LB",LB,LB,,,
ENG-Premier League,2324,Wolves-Newcastle Utd,28,Joe Willock,Newcastle,False,LW,19,2023-10-28,Wolves,Newcastle,Wolves,Wolves,LM,True,"LW,LM",LW,LW,,,
ENG-Premier League,2324,Aston Villa-Luton Town,1,Emiliano Martinez,Aston Villa,True,GK,90,2023-10-29,Aston Villa,Luton,Luton,Luton,GK,False,GK,GK,GK,,,
ENG-Premier League,2324,Aston Villa-Luton Town,2,Matty Cash,Aston Villa,True,RB,78,2023-10-29,Aston Villa,Luton,Luton,Luton,RB,False,"WB,RB,RM",WB,RB,,,
ENG-Premier League,2324,Aston Villa-Luton Town,4,Ezri Konsa,Aston Villa,True,CB,90,2023-10-29,Aston Villa,Luton,Luton,Luton,CB,False,"CB,RB",CB,CB,,,
ENG-Premier League,2324,Aston Villa-Luton Town,6,Douglas Luiz,Aston Villa,True,CM,89,2023-10-29,Aston Villa,Luton,Luton,Luton,CM,False,"DM,CM",DM,CM,,,
ENG-Premier League,2324,Aston Villa-Luton Town,7,John McGinn,Aston Villa,True,"LM,RM",90,2023-10-29,Aston Villa,Luton,Luton,Luton,CM,True,"AML,AM,LM,RW,RM,LM,LM,RM,CM,RM,LW,DM,DM,DM,AM,FW",LM,LM,RM,,
ENG-Premier League,2324,Aston Villa-Luton Town,11,Ollie Watkins,Aston Villa,True,FW,90,2023-10-29,Aston Villa,Luton,Luton,Luton,FW,False,FW,FW,FW,,,
ENG-Premier League,2324,Aston Villa-Luton Town,12,Lucas Digne,Aston Villa,True,LB,90,2023-10-29,Aston Villa,Luton,Luton,Luton,LB,False,"WB,LB",WB,LB,,,
ENG-Premier League,2324,Aston Villa-Luton Town,14,Pau Torres,Aston Villa,True,CB,90,2023-10-29,Aston Villa,Luton,Luton,Luton,CB,False,CB,CB,CB,,,
ENG-Premier League,2324,Aston Villa-Luton Town,19,Moussa Diaby,Aston Villa,True,FW,89,2023-10-29,Aston Villa,Luton,Luton,Luton,FW,False,"AM,FW,RW,AM,FW,CM,CF,RF,RM,LW,RW,AMR,RM,AM,CM",AM,FW,,,
ENG-Premier League,2324,Aston Villa-Luton Town,22,Nicolo Zaniolo,Aston Villa,True,LM,45,2023-10-29,Aston Villa,Luton,Luton,Luton,LM,False,"AM,RM,LW,LF,LM,FW,CM,RW,AML",AM,LM,,,
ENG-Premier League,2324,Aston Villa-Luton Town,44,Boubacar Kamara,Aston Villa,True,CM,78,2023-10-29,Aston Villa,Luton,Luton,Luton,CM,False,"DM,CM,CM,RB,CB",CM,CM,,,
ENG-Premier League,2324,Aston Villa-Luton Town,25,Robin Olsen,Aston Villa,False,GK,0,2023-10-29,Aston Villa,Luton,Luton,Luton,GK,False,GK,GK,GK,,,
ENG-Premier League,2324,Aston Villa-Luton Town,3,Diego Carlos,Aston Villa,False,CB,12,2023-10-29,Aston Villa,Luton,Luton,Luton,CB,False,CB,CB,CB,,,
ENG-Premier League,2324,Aston Villa-Luton Town,8,Youri Tielemans,Aston Villa,False,CM,12,2023-10-29,Aston Villa,Luton,Luton,Luton,CM,False,"CM,FW,DM,CF,LM,AM",CM,CM,,,
ENG-Premier League,2324,Aston Villa-Luton Town,9,Bertrand Traore,Aston Villa,False,FW,1,2023-10-29,Aston Villa,Luton,Luton,Luton,FW,False,"FW,WB",FW,FW,,,
ENG-Premier League,2324,Aston Villa-Luton Town,16,Calum Chambers,Aston Villa,False,CB,0,2023-10-29,Aston Villa,Luton,Luton,Luton,CB,False,"CB,DM",CB,CB,,,
ENG-Premier League,2324,Aston Villa-Luton Town,17,Clement Lenglet,Aston Villa,False,CB,0,2023-10-29,Aston Villa,Luton,Luton,Luton,CB,False,CB,CB,CB,,,
ENG-Premier League,2324,Aston Villa-Luton Town,31,Leon Bailey,Aston Villa,False,RM,45,2023-10-29,Aston Villa,Luton,Luton,Luton,RM,False,"RW,RM,RM,LW,RM,LM,RM,CM,WB,FW,AMR,FW,RW,RM",RM,RM,,,
ENG-Premier League,2324,Aston Villa-Luton Town,32,Leander Dendoncker,Aston Villa,False,CM,1,2023-10-29,Aston Villa,Luton,Luton,Luton,CM,False,"CM,FW,CB,DM",CM,CM,,,
ENG-Premier League,2324,Aston Villa-Luton Town,47,Tim Iroegbunam,Aston Villa,False,DM,0,2023-10-29,Aston Villa,Luton,Luton,Luton,DM,False,"DM,AM,CM",DM,DM,,,
ENG-Premier League,2324,Aston Villa-Luton Town,24,Thomas Kaminski,Luton,True,GK,90,2023-10-29,Aston Villa,Luton,Aston Villa,Aston Villa,GK,False,GK,GK,GK,,,
ENG-Premier League,2324,Aston Villa-Luton Town,2,Gabriel Osho,Luton,True,CB,56,2023-10-29,Aston Villa,Luton,Aston Villa,Aston Villa,CB,False,CB,CB,CB,,,
ENG-Premier League,2324,Aston Villa-Luton Town,4,Tom Lockyer,Luton,True,CB,90,2023-10-29,Aston Villa,Luton,Aston Villa,Aston Villa,CB,False,CB,CB,CB,,,
ENG-Premier League,2324,Aston Villa-Luton Town,6,Ross Barkley,Luton,True,CM,90,2023-10-29,Aston Villa,Luton,Aston Villa,Aston Villa,CM,False,"CM,CB",CM,CM,,,
ENG-Premier League,2324,Aston Villa-Luton Town,7,Chiedozie Ogbene,Luton,True,CM,90,2023-10-29,Aston Villa,Luton,Aston Villa,Aston Villa,WB,True,"CB,LW,RB,AMC,LW,RM,AM,LM,RM,LM,CM,WB",LW,CM,,,
ENG-Premier League,2324,Aston Villa-Luton Town,9,Carlton Morris,Luton,True,FW,75,2023-10-29,Aston Villa,Luton,Aston Villa,Aston Villa,FW,False,"FW,RF,AM",FW,FW,,,
ENG-Premier League,2324,Aston Villa-Luton Town,12,Issa Kabore,Luton,True,WB,90,2023-10-29,Aston Villa,Luton,Aston Villa,Aston Villa,WB,False,"WB,RB,RM,CB",WB,WB,,,
ENG-Premier League,2324,Aston Villa-Luton Town,13,Marvelous Nakamba,Luton,True,CM,75,2023-10-29,Aston Villa,Luton,Aston Villa,Aston Villa,CM,False,CM,CM,CM,,,
ENG-Premier League,2324,Aston Villa-Luton Town,15,Teden Mengi,Luton,True,CB,90,2023-10-29,Aston Villa,Luton,Aston Villa,Aston Villa,CB,False,CB,CB,CB,,,
ENG-Premier League,2324,Aston Villa-Luton Town,19,Jacob Brown,Luton,True,AM,57,2023-10-29,Aston Villa,Luton,Aston Villa,Aston Villa,AM,False,"FW,RF,RW,AM,RM,WB,LW,RB",FW,AM,,,
ENG-Premier League,2324,Aston Villa-Luton Town,45,Alfie Doughty,Luton,True,WB,78,2023-10-29,Aston Villa,Luton,Aston Villa,Aston Villa,WB,False,"WB,RM,RB,RB,LB,LF,LM,LB,RM,LB",LB,WB,,,
ENG-Premier League,2324,Aston Villa-Luton Town,10,Cauley Woodrow,Luton,False,FW,0,2023-10-29,Aston Villa,Luton,Aston Villa,Aston Villa,FW,False,"CM,FW,RW,WB,AM,CB,LB,LW",CM,FW,,,
ENG-Premier League,2324,Aston Villa-Luton Town,11,Elijah Adebayo,Luton,False,FW,15,2023-10-29,Aston Villa,Luton,Aston Villa,Aston Villa,FW,False,"FW,AMC,LW,WB,CM,AM",FW,FW,,,
ENG-Premier League,2324,Aston Villa-Luton Town,14,Tahith Chong,Luton,False,AM,33,2023-10-29,Aston Villa,Luton,Aston Villa,Aston Villa,AM,False,"CM,AM,LM,WB,LW",CM,AM,,,
ENG-Premier League,2324,Aston Villa-Luton Town,17,Pelly Ruddock Mpanzu,Luton,False,CM,15,2023-10-29,Aston Villa,Luton,Aston Villa,Aston Villa,CM,False,"CM,RM,CM,AM,CB,LM",CM,CM,,,
ENG-Premier League,2324,Aston Villa-Luton Town,26,Ryan John Giles,Luton,False,WB,12,2023-10-29,Aston Villa,Luton,Aston Villa,Aston Villa,WB,False,"WB,LB,LM",WB,WB,,,
ENG-Premier League,2324,Aston Villa-Luton Town,30,Andros Townsend,Luton,False,AM,34,2023-10-29,Aston Villa,Luton,Aston Villa,Aston Villa,AM,False,"RM,AM,AMR,RW,CB,FW,CM",RM,AM,,,
ENG-Premier League,2324,Aston Villa-Luton Town,38,Joseph Johnson,Luton,False,CB,0,2023-10-29,Aston Villa,Luton,Aston Villa,Aston Villa,CB,False,CB,CB,CB,,,
ENG-Premier League,2324,Brighton-Fulham,23,Jason Steele,Brighton,True,GK,90,2023-10-29,Brighton,Fulham,Fulham,Fulham,GK,False,GK,GK,GK,,,
ENG-Premier League,2324,Brighton-Fulham,3,Igor,Brighton,True,CB,90,2023-10-29,Brighton,Fulham,Fulham,Fulham,LB,True,"LB,CB,RM",LB,CB,,,
ENG-Premier League,2324,Brighton-Fulham,4,Adam Webster,Brighton,True,CB,90,2023-10-29,Brighton,Fulham,Fulham,Fulham,CB,False,"CB,LM,LB,RB",CB,CB,,,
ENG-Premier League,2324,Brighton-Fulham,5,Lewis Dunk,Brighton,True,CB,90,2023-10-29,Brighton,Fulham,Fulham,Fulham,CB,False,CB,CB,CB,,,
ENG-Premier League,2324,Brighton-Fulham,8,Mahmoud Dahoud,Brighton,True,CM,70,2023-10-29,Brighton,Fulham,Fulham,Fulham,DM,True,"DM,CM",DM,CM,,,
ENG-Premier League,2324,Brighton-Fulham,13,Pascal Gross,Brighton,True,CM,90,2023-10-29,Brighton,Fulham,Fulham,Fulham,DM,True,"DM,DM,RM,CM,LB,RB,CM,DM,RB,LB,AM,LB,RB,AM,DM,RB,RM",DM,CM,,,
ENG-Premier League,2324,Brighton-Fulham,14,Adam Lallana,Brighton,True,AM,57,2023-10-29,Brighton,Fulham,Fulham,Fulham,AM,False,"LW,DM,FW,AM,RM,DM,RB,WB,DM,AM,RW",DM,AM,,,
ENG-Premier League,2324,Brighton-Fulham,20,Carlos Baleba,Brighton,True,CM,70,2023-10-29,Brighton,Fulham,Fulham,Fulham,DM,True,"DM,CM,AM,DM,AM",DM,CM,,,
ENG-Premier League,2324,Brighton-Fulham,22,Kaoru Mitoma,Brighton,True,WB,90,2023-10-29,Brighton,Fulham,Fulham,Fulham,LW,True,"LW,AML,WB",LW,WB,,,
ENG-Premier League,2324,Brighton-Fulham,24,Simon Adingra,Brighton,True,WB,70,2023-10-29,Brighton,Fulham,Fulham,Fulham,RW,True,"RW,RM,LW,RW,WB,AMR,LW,RM,RW,RW,LW,LW",RW,WB,,,
ENG-Premier League,2324,Brighton-Fulham,28,Evan Ferguson,Brighton,True,FW,77,2023-10-29,Brighton,Fulham,Fulham,Fulham,FW,False,"FW,RW,AM,CF",FW,FW,,,
ENG-Premier League,2324,Brighton-Fulham,1,Bart Verbruggen,Brighton,False,GK,0,2023-10-29,Brighton,Fulham,Fulham,Fulham,GK,False,GK,GK,GK,,,
ENG-Premier League,2324,Brighton-Fulham,6,James Milner,Brighton,False,LM,0,2023-10-29,Brighton,Fulham,Fulham,Fulham,LM,False,"RB,LM,LB,LM,CM,LB,AM,LB,RB,WB",LB,LM,,,
ENG-Premier League,2324,Brighton-Fulham,9,Joao Pedro,Brighton,False,FW,13,2023-10-29,Brighton,Fulham,Fulham,Fulham,FW,False,"AM,CF,FW,LF,LW,AM,FW,LW",AM,FW,,,
ENG-Premier League,2324,Brighton-Fulham,11,Billy Gilmour,Brighton,False,CM,20,2023-10-29,Brighton,Fulham,Fulham,Fulham,DM,True,"DM,CM",DM,CM,,,
ENG-Premier League,2324,Brighton-Fulham,29,Jan Paul van Hecke,Brighton,False,CB,0,2023-10-29,Brighton,Fulham,Fulham,Fulham,CB,False,CB,CB,CB,,,
ENG-Premier League,2324,Brighton-Fulham,31,Ansu Fati,Brighton,False,AM,33,2023-10-29,Brighton,Fulham,Fulham,Fulham,AM,False,"AM,FW,CF,LW,CM,AML",AM,AM,,,
ENG-Premier League,2324,Brighton-Fulham,34,Joel Veltman,Brighton,False,WB,20,2023-10-29,Brighton,Fulham,Fulham,Fulham,RB,True,"RB,WB,CB",RB,WB,,,
ENG-Premier League,2324,Brighton-Fulham,40,Facundo Buonanotte,Brighton,False,CM,20,2023-10-29,Brighton,Fulham,Fulham,Fulham,RW,True,"RW,CM,AM,AMR",RW,CM,,,
ENG-Premier League,2324,Brighton-Fulham,41,Jack Hinshelwood,Brighton,False,RB,0,2023-10-29,Brighton,Fulham,Fulham,Fulham,RB,False,"DM,RB,LB,WB",DM,RB,,,
ENG-Premier League,2324,Brighton-Fulham,17,Bernd Leno,Fulham,True,GK,90,2023-10-29,Brighton,Fulham,Brighton,Brighton,GK,False,GK,GK,GK,,,
ENG-Premier League,2324,Brighton-Fulham,3,Calvin Bassey,Fulham,True,CB,90,2023-10-29,Brighton,Fulham,Brighton,Brighton,CB,False,"CB,LW",CB,CB,,,
ENG-Premier League,2324,Brighton-Fulham,6,Harrison Reed,Fulham,True,DM,57,2023-10-29,Brighton,Fulham,Brighton,Brighton,DM,False,"RM,RM,CM,CM,DM",RM,DM,,,
ENG-Premier League,2324,Brighton-Fulham,7,Raul Jimenez,Fulham,True,FW,57,2023-10-29,Brighton,Fulham,Brighton,Brighton,FW,False,"FW,AML,CB,AM",FW,FW,,,
ENG-Premier League,2324,Brighton-Fulham,13,Tim Ream,Fulham,True,CB,90,2023-10-29,Brighton,Fulham,Brighton,Brighton,CB,False,CB,CB,CB,,,
ENG-Premier League,2324,Brighton-Fulham,14,Bobby Reid,Fulham,True,RW,57,2023-10-29,Brighton,Fulham,Brighton,Brighton,RW,False,"LW,RW,LW,RW,AMR,AM,DM",LW,RW,,,
ENG-Premier League,2324,Brighton-Fulham,20,Willian,Fulham,True,LW,85,2023-10-29,Brighton,Fulham,Brighton,Brighton,LW,False,"LW,LM,AML,WB,RW",LW,LW,,,
ENG-Premier League,2324,Brighton-Fulham,21,Timothy Castagne,Fulham,True,RB,90,2023-10-29,Brighton,Fulham,Brighton,Brighton,RB,False,"RB,LB,WB",RB,RB,,,
ENG-Premier League,2324,Brighton-Fulham,22,Alex Iwobi,Fulham,True,"AM,DM,LW",89,2023-10-29,Brighton,Fulham,Brighton,Brighton,LW,True,"LM,RM,RM,LM,RW,AM,AM,DM,LW,DM,AM,LW,DM,AMR,LW,RW,RW,LW,LF,LW,AML,RW,DM",LW,AM,DM,LW,
ENG-Premier League,2324,Brighton-Fulham,26,Joao Palhinha,Fulham,True,DM,90,2023-10-29,Brighton,Fulham,Brighton,Brighton,DM,False,"CM,CB,DM",CM,DM,,,
ENG-Premier League,2324,Brighton-Fulham,33,Antonee Robinson,Fulham,True,LB,90,2023-10-29,Brighton,Fulham,Brighton,Brighton,LB,False,LB,LB,LB,,,
ENG-Premier League,2324,Brighton-Fulham,8,Harry Wilson,Fulham,False,RW,33,2023-10-29,Brighton,Fulham,Brighton,Brighton,RW,False,"RW,AMR,LW,AM",RW,RW,,,
ENG-Premier League,2324,Brighton-Fulham,10,Tom Cairney,Fulham,False,"LW,DM",5,2023-10-29,Brighton,Fulham,Brighton,Brighton,DM,True,"LM,DM,LM,CM,RM,LW,DM,AM,CM,RW",LM,LW,DM,,
ENG-Premier League,2324,Brighton-Fulham,12,Fode Ballo-Toure,Fulham,False,LB,0,2023-10-29,Brighton,Fulham,Brighton,Brighton,LB,False,"LB,AM",LB,LB,,,
ENG-Premier League,2324,Brighton-Fulham,18,Andreas Pereira,Fulham,False,AM,33,2023-10-29,Brighton,Fulham,Brighton,Brighton,AM,False,"LM,RM,AM,AML",LM,AM,,,
ENG-Premier League,2324,Brighton-Fulham,19,Rodrigo Muniz,Fulham,False,FW,33,2023-10-29,Brighton,Fulham,Brighton,Brighton,FW,False,"FW,AM",FW,FW,,,
ENG-Premier League,2324,Brighton-Fulham,28,Sasa Lukic,Fulham,False,DM,1,2023-10-29,Brighton,Fulham,Brighton,Brighton,DM,False,"CM,RM,LM,DM",CM,DM,,,
ENG-Premier League,2324,Liverpool-Nott'ham Forest,1,Alisson,Liverpool,True,GK,90,2023-10-29,Liverpool,Nottingham Forest,Nottingham Forest,Nottingham Forest,GK,False,GK,GK,GK,,,
ENG-Premier League,2324,Liverpool-Nott'ham Forest,4,Virgil van Dijk,Liverpool,True,CB,90,2023-10-29,Liverpool,Nottingham Forest,Nottingham Forest,Nottingham Forest,CB,False,CB,CB,CB,,,
ENG-Premier League,2324,Liverpool-Nott'ham Forest,5,Ibrahima Konate,Liverpool,True,CB,90,2023-10-29,Liverpool,Nottingham Forest,Nottingham Forest,Nottingham Forest,CB,False,CB,CB,CB,,,
ENG-Premier League,2324,Liverpool-Nott'ham Forest,8,Dominik Szoboszlai,Liverpool,True,RM,90,2023-10-29,Liverpool,Nottingham Forest,Nottingham Forest,Nottingham Forest,RM,False,"RM,LW,RM,CM,RM,LM,CM,RM,LM",RM,RM,,,
ENG-Premier League,2324,Liverpool-Nott'ham Forest,9,Darwin Nunez,Liverpool,True,FW,79,2023-10-29,Liverpool,Nottingham Forest,Nottingham Forest,Nottingham Forest,FW,False,"FW,LW,LF",FW,FW,,,
ENG-Premier League,2324,Liverpool-Nott'ham Forest,10,Alexis Mac Allister,Liverpool,True,CM,90,2023-10-29,Liverpool,Nottingham Forest,Nottingham Forest,Nottingham Forest,CM,False,"CM,LM,LM,RM,RM,RM,LM,CM,DM,LM",LM,CM,,,
ENG-Premier League,2324,Liverpool-Nott'ham Forest,11,Mohamed Salah,Liverpool,True,RW,90,2023-10-29,Liverpool,Nottingham Forest,Nottingham Forest,Nottingham Forest,RW,False,"RW,RF,FW,RW,RM,AMR,RW,LW",RW,RW,,,
ENG-Premier League,2324,Liverpool-Nott'ham Forest,20,Diogo Jota,Liverpool,True,LW,57,2023-10-29,Liverpool,Nottingham Forest,Nottingham Forest,Nottingham Forest,LW,False,"FW,RF,LM,LW,LW,RM,RM,LF,RW",LW,LW,,,
ENG-Premier League,2324,Liverpool-Nott'ham Forest,21,Kostas Tsimikas,Liverpool,True,LB,90,2023-10-29,Liverpool,Nottingham Forest,Nottingham Forest,Nottingham Forest,LB,False,"LB,LF",LB,LB,,,
ENG-Premier League,2324,Liverpool-Nott'ham Forest,38,Ryan Gravenberch,Liverpool,True,LM,58,2023-10-29,Liverpool,Nottingham Forest,Nottingham Forest,Nottingham Forest,LM,False,"RW,LM,CM,RM,FW",RW,LM,,,
ENG-Premier League,2324,Liverpool-Nott'ham Forest,66,Trent Alexander-Arnold,Liverpool,True,RB,88,2023-10-29,Liverpool,Nottingham Forest,Nottingham Forest,Nottingham Forest,RB,False,"RB,WB,RB,DM,CM,RB,RB,LM",RB,RB,,,
ENG-Premier League,2324,Liverpool-Nott'ham Forest,62,Caoimhin Kelleher,Liverpool,False,GK,0,2023-10-29,Liverpool,Nottingham Forest,Nottingham Forest,Nottingham Forest,GK,False,GK,GK,GK,,,
ENG-Premier League,2324,Liverpool-Nott'ham Forest,2,Joe Gomez,Liverpool,False,RB,2,2023-10-29,Liverpool,Nottingham Forest,Nottingham Forest,Nottingham Forest,RB,False,"RB,CB,LB,CM,RB,LB,RB,CM,LB,RB,LB,CM",RB,RB,,,
ENG-Premier League,2324,Liverpool-Nott'ham Forest,3,Wataru Endo,Liverpool,False,FW,11,2023-10-29,Liverpool,Nottingham Forest,Nottingham Forest,Nottingham Forest,CM,True,"CM,FW,DM",CM,FW,,,
ENG-Premier League,2324,Liverpool-Nott'ham Forest,18,Cody Gakpo,Liverpool,False,LW,33,2023-10-29,Liverpool,Nottingham Forest,Nottingham Forest,Nottingham Forest,FW,True,"LM,LF,FW,RF,LW,RM,LW,RW,LM,RM,RW",LM,LW,,,
ENG-Premier League,2324,Liverpool-Nott'ham Forest,19,Harvey Elliott,Liverpool,False,LM,32,2023-10-29,Liverpool,Nottingham Forest,Nottingham Forest,Nottingham Forest,RM,True,"RM,CM,LM,RW,FW,AMR",RM,LM,,,
ENG-Premier League,2324,Liverpool-Nott'ham Forest,32,Joel Matip,Liverpool,False,CB,0,2023-10-29,Liverpool,Nottingham Forest,Nottingham Forest,Nottingham Forest,CB,False,CB,CB,CB,,,
ENG-Premier League,2324,Liverpool-Nott'ham Forest,53,James McConnell,Liverpool,False,RM,0,2023-10-29,Liverpool,Nottingham Forest,Nottingham Forest,Nottingham Forest,RM,False,"RM,CM",RM,RM,,,
ENG-Premier League,2324,Liverpool-Nott'ham Forest,1,Matt Turner,Nottingham Forest,True,GK,90,2023-10-29,Liverpool,Nottingham Forest,Liverpool,Liverpool,GK,False,GK,GK,GK,,,
ENG-Premier League,2324,Liverpool-Nott'ham Forest,5,Orel Mangala,Nottingham Forest,True,CM,82,2023-10-29,Liverpool,Nottingham Forest,Liverpool,Liverpool,CM,False,"CM,DM",CM,CM,,,
ENG-Premier League,2324,Liverpool-Nott'ham Forest,6,Ibrahim Sangare,Nottingham Forest,True,CM,90,2023-10-29,Liverpool,Nottingham Forest,Liverpool,Liverpool,DM,True,"DM,CM,RM,LM",DM,CM,,,
ENG-Premier League,2324,Liverpool-Nott'ham Forest,10,Morgan Gibbs-White,Nottingham Forest,True,AMR,82,2023-10-29,Liverpool,Nottingham Forest,Liverpool,Liverpool,AM,True,"AML,AM,AMR,RW,RW,LW,RM,FW,CF,CM,LW,CM,DM,AM",AM,AMR,,,
ENG-Premier League,2324,Liverpool-Nott'ham Forest,16,Nicolas Dominguez,Nottingham Forest,True,LM,68,2023-10-29,Liverpool,Nottingham Forest,Liverpool,Liverpool,DM,True,"DM,LM,CM,DM,LM,RM,CM,AM,AML,LW,AMR,FW,RW",DM,LM,,,
ENG-Premier League,2324,Liverpool-Nott'ham Forest,19,Moussa Niakhate,Nottingham Forest,True,CB,90,2023-10-29,Liverpool,Nottingham Forest,Liverpool,Liverpool,CB,False,"CB,RW,LB,CB,RW",CB,CB,,,
ENG-Premier League,2324,Liverpool-Nott'ham Forest,21,Anthony Elanga,Nottingham Forest,True,LF,90,2023-10-29,Liverpool,Nottingham Forest,Liverpool,Liverpool,RW,True,"RW,LW,CM,AM,WB,LF,AML,LM,FW,RF,AMR,LW,RM",LW,LF,,,
ENG-Premier League,2324,Liverpool-Nott'ham Forest,24,Serge Aurier,Nottingham Forest,True,RB,90,2023-10-29,Liverpool,Nottingham Forest,Liverpool,Liverpool,RB,False,"RM,RB,WB,CB,RB",RB,RB,,,
ENG-Premier League,2324,Liverpool-Nott'ham Forest,30,Willy Boly,Nottingham Forest,True,CB,68,2023-10-29,Liverpool,Nottingham Forest,Liverpool,Liverpool,CB,False,CB,CB,CB,,,
ENG-Premier League,2324,Liverpool-Nott'ham Forest,40,Murillo,Nottingham Forest,True,CB,90,2023-10-29,Liverpool,Nottingham Forest,Liverpool,Liverpool,CB,False,CB,CB,CB,,,
