league,season,game,jersey_number,player,team,is_starter,position,minutes_played,date,home_team,away_team,opponent_1,opponent,position_mode,is_oop,all_positions,most_common_position,position_1,position_2,position_3,position_4
ENG-Premier League,2324,Arsenal-Sheffield Utd,10,Emile Smith Rowe,Arsenal,True,LM,73,2023-10-28,Arsenal,Sheffield United,Sheffield United,Sheffield United,LM,False,"LM,LW,RW,CM,RM",LM,LM,,,
ENG-Premier League,2324,Arsenal-Sheffield Utd,11,Gabriel Martinelli,Arsenal,True,LW,65,2023-10-28,Arsenal,Sheffield United,Sheffield United,Sheffield United,LW,False,"LW,RW,LW,WB",LW,LW,,,
ENG-Premier League,2324,Arsenal-Sheffield Utd,14,Eddie Nketiah,Arsenal,True,FW,90,2023-10-28,Arsenal,Sheffield United,Sheffield United,Sheffield United,FW,False,"FW,FW,LB",FW,FW,,,
ENG-Premier League,2324,Arsenal-Sheffield Utd,15,Jakub Kiwior,Arsenal,True,CB,90,2023-10-28,Arsenal,Sheffield United,Sheffield United,Sheffield United,LB,True,"LB,CB",LB,CB,,,
ENG-Premier League,2324,Arsenal-Sheffield Utd,29,Kai Havertz,Arsenal,True,RM,90,2023-10-28,Arsenal,Sheffield United,Sheffield United,Sheffield United,LM,True,"LF,LM,FW,CM,LM,FW,RM,RM,LM,LM,RM,LM,CM",LM,RM,,,
ENG-Premier League,2324,Arsenal-Sheffield Utd,35,Oleksandr Zinchenko,Arsenal,True,LB,90,2023-10-28,Arsenal,Sheffield United,Sheffield United,Sheffield United,LB,False,LB,LB,LB,,,
ENG-Premier League,2324,Arsenal-Sheffield Utd,41,Declan Rice,Arsenal,True,CM,88,2023-10-28,Arsenal,Sheffield United,Sheffield United,Sheffield United,CM,False,"CM,LM,LM,CM",CM,CM,,,
ENG-Premier League,2324,Arsenal-Sheffield Utd,1,Aaron Ramsdale,Arsenal,False,GK,0,2023-10-28,Arsenal,Sheffield United,Sheffield United,Sheffield United,GK,False,GK,GK,GK,,,
ENG-Premier League,2324,Arsenal-Sheffield Utd,6,Gabriel Magalhaes,Arsenal,False,CB,0,2023-10-28,Arsenal,Sheffield United,Sheffield United,Sheffield United,CB,False,CB,CB,CB,,,
ENG-Premier League,2324,Arsenal-Sheffield Utd,8,Martin Odegaard,Arsenal,False,RM,0,2023-10-28,Arsenal,Sheffield United,Sheffield United,Sheffield United,RM,False,"RM,RM,CM",RM,RM,,,
ENG-Premier League,2324,Arsenal-Sheffield Utd,18,Takehiro Tomiyasu,Arsenal,False,RB,25,2023-10-28,Arsenal,Sheffield United,Sheffield United,Sheffield United,LB,True,"LB,RB,LB,RB,CB",LB,RB,,,
ENG-Premier League,2324,Arsenal-Sheffield Utd,19,Leandro Trossard,Arsenal,False,LW,25,2023-10-28,Arsenal,Sheffield United,Sheffield United,Sheffield United,LW,False,"AML,LW,FW,LM,LW,CM,LM,CM,WB",LW,LW,,,
ENG-Premier League,2324,Arsenal-Sheffield Utd,20,Jorginho,Arsenal,False,CM,0,2023-10-28,Arsenal,Sheffield United,Sheffield United,Sheffield United,CM,False,"CM,RM,LM",CM,CM,,,
ENG-Premier League,2324,Arsenal-Sheffield Utd,21,Fabio Vieira,Arsenal,False,LM,17,2023-10-28,Arsenal,Sheffield United,Sheffield United,Sheffield United,LM,False,"LM,RW,RM",LM,LM,,,
ENG-Premier League,2324,Arsenal-Sheffield Utd,24,Reiss Nelson,Arsenal,False,RW,18,2023-10-28,Arsenal,Sheffield United,Sheffield United,Sheffield United,RW,False,"RW,LW,LW,RW,CM,LB",RW,RW,,,
ENG-Premier League,2324,Arsenal-Sheffield Utd,25,Mohamed Elneny,Arsenal,False,CM,2,2023-10-28,Arsenal,Sheffield United,Sheffield United,Sheffield United,CM,False,CM,CM,CM,,,
ENG-Premier League,2324,Arsenal-Sheffield Utd,18,Wes Foderingham,Sheffield United,True,GK,90,2023-10-28,Arsenal,Sheffield United,Arsenal,Arsenal,GK,False,GK,GK,GK,,,
ENG-Premier League,2324,Arsenal-Sheffield Utd,5,Auston Trusty,Sheffield United,True,CB,90,2023-10-28,Arsenal,Sheffield United,Arsenal,Arsenal,CB,False,"CB,LB,CM,WB",CB,CB,,,
ENG-Premier League,2324,Arsenal-Sheffield Utd,7,Rhian Brewster,Sheffield United,True,FW,58,2023-10-28,Arsenal,Sheffield United,Arsenal,Arsenal,FW,False,"FW,LM,AM,CM",FW,FW,,,
ENG-Premier League,2324,Arsenal-Sheffield Utd,8,Gustavo Hamer,Sheffield United,True,FW,82,2023-10-28,Arsenal,Sheffield United,Arsenal,Arsenal,CM,True,"AM,CM,LM,FW,LM,CM,DM,WB,LM,RM,LW,CM,AM,DM",CM,FW,,,
ENG-Premier League,2324,Arsenal-Sheffield Utd,14,Luke Thomas,Sheffield United,True,LB,90,2023-10-28,Arsenal,Sheffield United,Arsenal,Arsenal,WB,True,"WB,LB",WB,LB,,,
ENG-Premier League,2324,Arsenal-Sheffield Utd,16,Oliver Norwood,Sheffield United,True,CM,90,2023-10-28,Arsenal,Sheffield United,Arsenal,Arsenal,CM,False,"CM,FW,DM,RM",CM,CM,,,
ENG-Premier League,2324,Arsenal-Sheffield Utd,19,Jack Robinson,Sheffield United,True,CB,90,2023-10-28,Arsenal,Sheffield United,Arsenal,Arsenal,CB,False,CB,CB,CB,,,
ENG-Premier League,2324,Arsenal-Sheffield Utd,20,Jayden Bogle,Sheffield United,True,RB,70,2023-10-28,Arsenal,Sheffield United,Arsenal,Arsenal,WB,True,"WB,RB",WB,RB,,,
ENG-Premier League,2324,Arsenal-Sheffield Utd,21,Vinicius Souza,Sheffield United,True,CM,90,2023-10-28,Arsenal,Sheffield United,Arsenal,Arsenal,CM,False,"RM,CM,CM,DM,CB",CM,CM,,,
ENG-Premier League,2324,Arsenal-Sheffield Utd,25,Anis Ben Slimane,Sheffield United,True,LM,58,2023-10-28,Arsenal,Sheffield United,Arsenal,Arsenal,CM,True,"CB,CM,LM,AM,RW",CB,LM,,,
ENG-Premier League,2324,Arsenal-Sheffield Utd,28,James Mcatee,Sheffield United,True,RM,70,2023-10-28,Arsenal,Sheffield United,Arsenal,Arsenal,CM,True,"DM,RB,CM,AM,RM,LM,RM,CM,RW,RF,FW,DM,AMC,AMR,FW",DM,RM,,,
ENG-Premier League,2324,Arsenal-Sheffield Utd,2,George Baldock,Sheffield United,False,RB,20,2023-10-28,Arsenal,Sheffield United,Arsenal,Arsenal,CB,True,"RM,RB,WB,RB,CB",RB,RB,,,
ENG-Premier League,2324,Arsenal-Sheffield Utd,4,John Fleck,Sheffield United,False,LM,20,2023-10-28,Arsenal,Sheffield United,Arsenal,Arsenal,CM,True,"CM,LM,WB",CM,LM,,,
ENG-Premier League,2324,Arsenal-Sheffield Utd,10,Cameron Archer,Sheffield United,False,FW,32,2023-10-28,Arsenal,Sheffield United,Arsenal,Arsenal,FW,False,"FW,AM,LF,LM,CM,RW,WB",FW,FW,,,
ENG-Premier League,2324,Arsenal-Sheffield Utd,11,Benie Adama Traore,Sheffield United,False,FW,0,2023-10-28,Arsenal,Sheffield United,Arsenal,Arsenal,FW,False,"RW,CF,FW,LM,RM",RW,FW,,,
ENG-Premier League,2324,Arsenal-Sheffield Utd,23,Ben Osborn,Sheffield United,False,"RM,LM",32,2023-10-28,Arsenal,Sheffield United,Arsenal,Arsenal,WB,True,"LW,WB,RM,RM,LM,AM,CM,LM,DM,WB,LB,CM,LB,WB",WB,RM,LM,,
ENG-Premier League,2324,Arsenal-Sheffield Utd,26,Ryan One,Sheffield United,False,FW,8,2023-10-28,Arsenal,Sheffield United,Arsenal,Arsenal,FW,False,FW,FW,FW,,,
ENG-Premier League,2324,Arsenal-Sheffield Utd,27,Yasser Larouci,Sheffield United,False,WB,0,2023-10-28,Arsenal,Sheffield United,Arsenal,Arsenal,WB,False,"WB,LB",WB,WB,,,
ENG-Premier League,2324,Arsenal-Sheffield Utd,35,Andre Brooks,Sheffield United,False,CM,0,2023-10-28,Arsenal,Sheffield United,Arsenal,Arsenal,CM,False,"LW,AM,CM,WB,DM,WB,LM,CM",CM,CM,,,
ENG-Premier League,2324,Bournemouth-Burnley,20,Ionut Radu,Bournemouth,True,GK,90,2023-10-28,Bournemouth,Burnley,Burnley,Burnley,GK,False,GK,GK,GK,,,
ENG-Premier League,2324,Bournemouth-Burnley,5,Lloyd Kelly,Bournemouth,True,LB,90,2023-10-28,Bournemouth,Burnley,Burnley,Burnley,LB,False,"CB,LB",CB,LB,,,
ENG-Premier League,2324,Bournemouth-Burnley,6,Chris Mepham,Bournemouth,True,CB,90,2023-10-28,Bournemouth,Burnley,Burnley,Burnley,CB,False,"CB,LB",CB,CB,,,
ENG-Premier League,2324,Bournemouth-Burnley,9,Dominic Solanke,Bournemouth,True,FW,90,2023-10-28,Bournemouth,Burnley,Burnley,Burnley,FW,False,"FW,CF,LF",FW,FW,,,
ENG-Premier League,2324,Bournemouth-Burnley,10,Ryan Christie,Bournemouth,True,AM,90,2023-10-28,Bournemouth,Burnley,Burnley,Burnley,DM,True,"AM,DM,DM,AM,RW,RM,DM,RW,RM,DM",DM,AM,,,
ENG-Premier League,2324,Bournemouth-Burnley,14,Alex Scott,Bournemouth,True,DM,90,2023-10-28,Bournemouth,Burnley,Burnley,Burnley,DM,False,"DM,CM,AM,AM,CM,DM",DM,DM,,,
ENG-Premier League,2324,Bournemouth-Burnley,16,Marcus Tavernier,Bournemouth,True,LW,81,2023-10-28,Bournemouth,Burnley,Burnley,Burnley,LW,False,"AML,RW,RW,LB,LW,LM,LW,RW,LW,LB,RW,LW",RW,LW,,,
ENG-Premier League,2324,Bournemouth-Burnley,24,Antoine Semenyo,Bournemouth,True,RW,68,2023-10-28,Bournemouth,Burnley,Burnley,Burnley,RW,False,"RW,AML,AM,CM,LW,AMR,RW,LW,RM,AM,LW,CM",LW,RW,,,
ENG-Premier League,2324,Bournemouth-Burnley,27,Illia Zabarnyi,Bournemouth,True,CB,90,2023-10-28,Bournemouth,Burnley,Burnley,Burnley,CB,False,CB,CB,CB,,,
ENG-Premier League,2324,Bournemouth-Burnley,29,Philip Billing,Bournemouth,True,DM,81,2023-10-28,Bournemouth,Burnley,Burnley,Burnley,CM,True,"DM,CM,AM,FW,AML",DM,DM,,,
ENG-Premier League,2324,Bournemouth-Burnley,37,Max Aarons,Bournemouth,True,RB,84,2023-10-28,Bournemouth,Burnley,Burnley,Burnley,RB,False,"RB,LB,RB",RB,RB,,,
ENG-Premier League,2324,Bournemouth-Burnley,3,Milos Kerkez,Bournemouth,False,LW,9,2023-10-28,Bournemouth,Burnley,Burnley,Burnley,LB,True,"LB,LW,LW,LB",LB,LW,,,
ENG-Premier League,2324,Bournemouth-Burnley,7,David Brooks,Bournemouth,False,RW,0,2023-10-28,Bournemouth,Burnley,Burnley,Burnley,RW,False,"RW,AMR,AM,RW,DM,RM,RW,LW",RW,RW,,,
ENG-Premier League,2324,Bournemouth-Burnley,8,Joe Rothwell,Bournemouth,False,DM,9,2023-10-28,Bournemouth,Burnley,Burnley,Burnley,DM,False,"DM,CM",DM,DM,,,
ENG-Premier League,2324,Bournemouth-Burnley,11,Dango Ouattara,Bournemouth,False,RW,22,2023-10-28,Bournemouth,Burnley,Burnley,Burnley,LW,True,"LW,RW,LW,RW,LB,AMR,RW,LB,LW,LW,LB",LW,RW,,,
ENG-Premier League,2324,Bournemouth-Burnley,15,Adam Smith,Bournemouth,False,RB,6,2023-10-28,Bournemouth,Burnley,Burnley,Burnley,RB,False,"RB,LB",RB,RB,,,
ENG-Premier League,2324,Bournemouth-Burnley,17,Luis Sinisterra,Bournemouth,False,LW,0,2023-10-28,Bournemouth,Burnley,Burnley,Burnley,LW,False,"LW,AML,LM,AM,RW,LW,LW,RW,RW,LM,LB",LW,LW,,,
ENG-Premier League,2324,Bournemouth-Burnley,19,Justin Kluivert,Bournemouth,False,AM,0,2023-10-28,Bournemouth,Burnley,Burnley,Burnley,AM,False,"LW,RW,LW,AM,FW,CM",LW,AM,,,
ENG-Premier League,2324,Bournemouth-Burnley,21,Kieffer Moore,Bournemouth,False,FW,0,2023-10-28,Bournemouth,Burnley,Burnley,Burnley,FW,False,"AM,FW,LW",AM,FW,,,
ENG-Premier League,2324,Bournemouth-Burnley,1,James Trafford,Burnley,True,GK,90,2023-10-28,Bournemouth,Burnley,Bournemouth,Bournemouth,GK,False,GK,GK,GK,,,
ENG-Premier League,2324,Bournemouth-Burnley,2,Dara O'Shea,Burnley,True,CB,90,2023-10-28,Bournemouth,Burnley,Bournemouth,Bournemouth,CB,False,CB,CB,CB,,,
ENG-Premier League,2324,Bournemouth-Burnley,3,Charlie Taylor,Burnley,True,LB,90,2023-10-28,Bournemouth,Burnley,Bournemouth,Bournemouth,LB,False,"LB,WB",LB,LB,,,
ENG-Premier League,2324,Bournemouth-Burnley,7,Johann Berg Gudmundsson,Burnley,True,RM,80,2023-10-28,Bournemouth,Burnley,Bournemouth,Bournemouth,RM,False,"RM,WB,RW,RM,CM,RM,RB,LM,RM,CM,LB",RM,RM,,,
ENG-Premier League,2324,Bournemouth-Burnley,8,Josh Brownhill,Burnley,True,"LM,DM",90,2023-10-28,Bournemouth,Burnley,Bournemouth,Bournemouth,CM,True,"CM,DM,LM,AM,LM,DM,RM,FW",DM,LM,DM,,
ENG-Premier League,2324,Bournemouth-Burnley,19,Anass Zaroury,Burnley,True,LW,67,2023-10-28,Bournemouth,Burnley,Bournemouth,Bournemouth,LM,True,"FW,RW,LM,DM,LW",FW,LW,,,
ENG-Premier League,2324,Bournemouth-Burnley,22,Vitinho,Burnley,True,RB,90,2023-10-28,Bournemouth,Burnley,Bournemouth,Bournemouth,RB,False,"LB,RB,WB,RB,LM,RM,RB,LB,RM,RB,FW",RB,RB,,,
ENG-Premier League,2324,Bournemouth-Burnley,24,Josh Cullen,Burnley,True,CM,59,2023-10-28,Bournemouth,Burnley,Bournemouth,Bournemouth,CM,False,"CM,DM,RM,CM",CM,CM,,,
ENG-Premier League,2324,Bournemouth-Burnley,25,Zeki Amdouni,Burnley,True,FW,45,2023-10-28,Bournemouth,Burnley,Bournemouth,Bournemouth,FW,False,"FW,CF,AM,LW,RF,AMC",FW,FW,,,
ENG-Premier League,2324,Bournemouth-Burnley,28,Ameen Al-Dakhil,Burnley,True,CB,90,2023-10-28,Bournemouth,Burnley,Bournemouth,Bournemouth,CB,False,"CB,WB,LB",CB,CB,,,
ENG-Premier League,2324,Bournemouth-Burnley,30,Luca Koleosho,Burnley,True,RW,80,2023-10-28,Bournemouth,Burnley,Bournemouth,Bournemouth,LM,True,"RM,LM,AML,LW,RW,LW,RW",LW,RW,,,
ENG-Premier League,2324,Bournemouth-Burnley,49,Arijanet Muric,Burnley,False,GK,0,2023-10-28,Bournemouth,Burnley,Bournemouth,Bournemouth,GK,False,GK,GK,GK,,,
ENG-Premier League,2324,Bournemouth-Burnley,4,Jack Cork,Burnley,False,CM,0,2023-10-28,Bournemouth,Burnley,Bournemouth,Bournemouth,CM,False,"CM,CB",CM,CM,,,
ENG-Premier League,2324,Bournemouth-Burnley,9,Jay Rodriguez,Burnley,False,FW,45,2023-10-28,Bournemouth,Burnley,Bournemouth,Bournemouth,FW,False,"FW,AM",FW,FW,,,
ENG-Premier League,2324,Bournemouth-Burnley,15,Nathan Redmond,Burnley,False,AM,10,2023-10-28,Bournemouth,Burnley,Bournemouth,Bournemouth,FW,True,"LM,CM,AMR,AM,FW,RM,CB,RB,LF",LM,AM,,,
ENG-Premier League,2324,Bournemouth-Burnley,16,Sander Berge,Burnley,False,CM,31,2023-10-28,Bournemouth,Burnley,Bournemouth,Bournemouth,CM,False,"CM,AM,RM,DM,CB",CM,CM,,,
ENG-Premier League,2324,Bournemouth-Burnley,31,Mike Tresor,Burnley,False,LW,10,2023-10-28,Bournemouth,Burnley,Bournemouth,Bournemouth,LM,True,"LW,LM,RW,RM,FW",LW,LW,,,
ENG-Premier League,2324,Bournemouth-Burnley,34,Jacob Bruun Larsen,Burnley,False,"RW,LW",23,2023-10-28,Bournemouth,Burnley,Bournemouth,Bournemouth,LM,True,"RM,WB,AML,RW,LW,RW,LW,CM,LM,RM,LM,FW,LB",RM,RW,LW,,
ENG-Premier League,2324,Bournemouth-Burnley,44,Hannes Delcroix,Burnley,False,CB,0,2023-10-28,Bournemouth,Burnley,Bournemouth,Bournemouth,CB,False,"CB,LW,LB",CB,CB,,,
ENG-Premier League,2324,Bournemouth-Burnley,47,Wilson Odobert,Burnley,False,LM,0,2023-10-28,Bournemouth,Burnley,Bournemouth,Bournemouth,LM,False,"LM,LW,RB,CM,RM,LM,LM,RM,FW,LF",LM,LM,,,
ENG-Premier League,2324,Chelsea-Brentford,1,Robert Sanchez,Chelsea,True,GK,90,2023-10-28,Chelsea,Brentford,Brentford,Brentford,GK,False,GK,GK,GK,,,
ENG-Premier League,2324,Chelsea-Brentford,2,Axel Disasi,Chelsea,True,RB,66,2023-10-28,Chelsea,Brentford,Brentford,Brentford,CB,True,"CB,RB",CB,RB,,,
ENG-Premier League,2324,Chelsea-Brentford,3,Marc Cucurella,Chelsea,True,LB,80,2023-10-28,Chelsea,Brentford,Brentford,Brentford,LB,False,"LB,RB,LB,RB,RB,LB",LB,LB,,,
ENG-Premier League,2324,Chelsea-Brentford,6,Thiago Silva,Chelsea,True,CB,90,2023-10-28,Chelsea,Brentford,Brentford,Brentford,CB,False,CB,CB,CB,,,
ENG-Premier League,2324,Chelsea-Brentford,7,Raheem Sterling,Chelsea,True,LW,90,2023-10-28,Chelsea,Brentford,Brentford,Brentford,LW,False,"AM,CF,AM,RM,FW,AM,RW,LW,RW,LW,RW,LW,FW,FW,LW,LW,RW,LW,RW,RM,RW,DM,RW,LW,RM",RW,LW,,,
ENG-Premier League,2324,Chelsea-Brentford,11,Noni Madueke,Chelsea,True,RW,66,2023-10-28,Chelsea,Brentford,Brentford,Brentford,RW,False,"RW,WB,AMR,DM,LW,FW,RF",RW,RW,,,
ENG-Premier League,2324,Chelsea-Brentford,15,Nicolas Jackson,Chelsea,True,FW,90,2023-10-28,Chelsea,Brentford,Brentford,Brentford,FW,False,"FW,LF,CF,LW,DM,FW,AML",FW,FW,,,
ENG-Premier League,2324,Chelsea-Brentford,20,Cole Palmer,Chelsea,True,AM,90,2023-10-28,Chelsea,Brentford,Brentford,Brentford,RW,True,"LM,RW,AM,RF,AMR,RW,AM,CM,CM,RW,CM,FW,AM,DM,RW,DM,AM",RW,AM,,,
ENG-Premier League,2324,Chelsea-Brentford,23,Conor Gallagher,Chelsea,True,DM,90,2023-10-28,Chelsea,Brentford,Brentford,Brentford,CM,True,"CM,DM,AMR,RM,AM,DM,AM,AML,AM,FW,CM,LW,RW,AM",AM,DM,,,
ENG-Premier League,2324,Chelsea-Brentford,25,Moises Caicedo,Chelsea,True,DM,80,2023-10-28,Chelsea,Brentford,Brentford,Brentford,DM,False,"CM,DM,DM,AM",DM,DM,,,
ENG-Premier League,2324,Chelsea-Brentford,26,Levi Colwill,Chelsea,True,CB,90,2023-10-28,Chelsea,Brentford,Brentford,Brentford,LB,True,"CB,LB",CB,CB,,,
ENG-Premier League,2324,Chelsea-Brentford,28,Dorde Petrovic,Chelsea,False,GK,0,2023-10-28,Chelsea,Brentford,Brentford,Brentford,GK,False,GK,GK,GK,,,
ENG-Premier League,2324,Chelsea-Brentford,5,Benoit Badiashile,Chelsea,False,CB,0,2023-10-28,Chelsea,Brentford,Brentford,Brentford,CB,False,"CB,RB,LB",CB,CB,,,
ENG-Premier League,2324,Chelsea-Brentford,16,Lesley Ugochukwu,Chelsea,False,DM,10,2023-10-28,Chelsea,Brentford,Brentford,Brentford,DM,False,"CM,DM",CM,DM,,,
ENG-Premier League,2324,Chelsea-Brentford,24,Reece James,Chelsea,False,RB,24,2023-10-28,Chelsea,Brentford,Brentford,Brentford,RB,False,"WB,RW,RB",WB,RB,,,
ENG-Premier League,2324,Chelsea-Brentford,27,Malo Gusto,Chelsea,False,RB,0,2023-10-28,Chelsea,Brentford,Brentford,Brentford,RB,False,"WB,RB,LW,RB,LB",RB,RB,,,
ENG-Premier League,2324,Chelsea-Brentford,29,Ian Maatsen,Chelsea,False,RW,24,2023-10-28,Chelsea,Brentford,Brentford,Brentford,RW,False,"CM,RW,LM,AM,LW,LB",CM,RW,,,
ENG-Premier League,2324,Chelsea-Brentford,36,Deivid Washington,Chelsea,False,LB,10,2023-10-28,Chelsea,Brentford,Brentford,Brentford,FW,True,"FW,LB",FW,LB,,,
ENG-Premier League,2324,Chelsea-Brentford,52,Alex Matos,Chelsea,False,AM,0,2023-10-28,Chelsea,Brentford,Brentford,Brentford,AM,False,AM,AM,AM,,,
ENG-Premier League,2324,Chelsea-Brentford,1,Mark Flekken,Brentford,True,GK,90,2023-10-28,Chelsea,Brentford,Chelsea,Chelsea,GK,False,GK,GK,GK,,,
ENG-Premier League,2324,Chelsea-Brentford,2,Aaron Hickey,Brentford,True,WB,83,2023-10-28,Chelsea,Brentford,Chelsea,Chelsea,RB,True,"RB,RB,LB,WB,LB",RB,WB,,,
ENG-Premier League,2324,Chelsea-Brentford,5,Ethan Pinnock,Brentford,True,CB,90,2023-10-28,Chelsea,Brentford,Chelsea,Chelsea,CB,False,"CB,CB,FW",CB,CB,,,
ENG-Premier League,2324,Chelsea-Brentford,6,Christian Norgaard,Brentford,True,CM,90,2023-10-28,Chelsea,Brentford,Chelsea,Chelsea,CM,False,CM,CM,CM,,,
ENG-Premier League,2324,Chelsea-Brentford,8,Mathias Jensen,Brentford,True,CM,63,2023-10-28,Chelsea,Brentford,Chelsea,Chelsea,CM,False,"CM,LM,CM,RM,RM,CM,LM",CM,CM,,,
ENG-Premier League,2324,Chelsea-Brentford,11,Yoane Wissa,Brentford,True,FW,75,2023-10-28,Chelsea,Brentford,Chelsea,Chelsea,FW,False,"FW,LW,LF,AMC,RW",FW,FW,,,
ENG-Premier League,2324,Chelsea-Brentford,19,Bryan Mbeumo,Brentford,True,FW,90,2023-10-28,Chelsea,Brentford,Chelsea,Chelsea,FW,False,"FW,RF,RW,AMR,FW,RB,RW,WB",FW,FW,,,
ENG-Premier League,2324,Chelsea-Brentford,20,Kristoffer Ajer,Brentford,True,CB,90,2023-10-28,Chelsea,Brentford,Chelsea,Chelsea,CB,False,"CB,RB,CB,RM,WB,CM",CB,CB,,,
ENG-Premier League,2324,Chelsea-Brentford,22,Nathan Collins,Brentford,True,CB,90,2023-10-28,Chelsea,Brentford,Chelsea,Chelsea,CB,False,CB,CB,CB,,,
ENG-Premier League,2324,Chelsea-Brentford,27,Vitaly Janelt,Brentford,True,CM,75,2023-10-28,Chelsea,Brentford,Chelsea,Chelsea,CM,False,"CM,RM,CM,LM,LM,CM,DM,LB,WB,CB",CM,CM,,,
ENG-Premier League,2324,Chelsea-Brentford,30,Mads Roerslev,Brentford,True,WB,90,2023-10-28,Chelsea,Brentford,Chelsea,Chelsea,WB,False,"RB,LB,RB,WB,CB,LB",RB,WB,,,
ENG-Premier League,2324,Chelsea-Brentford,21,Thomas Strakosha,Brentford,False,GK,0,2023-10-28,Chelsea,Brentford,Chelsea,Chelsea,GK,False,GK,GK,GK,,,
ENG-Premier League,2324,Chelsea-Brentford,7,Neal Maupay,Brentford,False,FW,15,2023-10-28,Chelsea,Brentford,Chelsea,Chelsea,FW,False,"FW,CM,WB",FW,FW,,,
ENG-Premier League,2324,Chelsea-Brentford,13,Mathias Jorgensen,Brentford,False,CB,0,2023-10-28,Chelsea,Brentford,Chelsea,Chelsea,CB,False,CB,CB,CB,,,
ENG-Premier League,2324,Chelsea-Brentford,14,Saman Ghoddos,Brentford,False,WB,7,2023-10-28,Chelsea,Brentford,Chelsea,Chelsea,WB,False,"WB,CM,WB,RB,CM,RM,LW,LB,RB,RB,LB,LB,RB,LM",RB,WB,,,
ENG-Premier League,2324,Chelsea-Brentford,15,Frank Onyeka,Brentford,False,CM,27,2023-10-28,Chelsea,Brentford,Chelsea,Chelsea,CM,False,"CM,RM,WB",CM,CM,,,
ENG-Premier League,2324,Chelsea-Brentford,16,Ben Mee,Brentford,False,CB,0,2023-10-28,Chelsea,Brentford,Chelsea,Chelsea,CB,False,"CB,LB",CB,CB,,,
ENG-Premier League,2324,Chelsea-Brentford,33,Yehor Yarmoliuk,Brentford,False,CM,15,2023-10-28,Chelsea,Brentford,Chelsea,Chelsea,CM,False,"CM,LM,RM,RM,CM",CM,CM,,,
ENG-Premier League,2324,Chelsea-Brentford,37,Michael Olakigbe,Brentford,False,FW,0,2023-10-28,Chelsea,Brentford,Chelsea,Chelsea,FW,False,"FW,LM,WB,RB",FW,FW,,,
ENG-Premier League,2324,Wolves-Newcastle Utd,1,Jose Sa,Wolves,True,GK,90,2023-10-28,Wolves,Newcastle,Newcastle,Newcastle,GK,False,GK,GK,GK,,,
ENG-Premier League,2324,Wolves-Newcastle Utd,3,Rayan Ait-Nouri,Wolves,True,LM,90,2023-10-28,Wolves,Newcastle,Newcastle,Newcastle,WB,True,"LB,LM,LM,WB,CB,WB,CB,LWB,AML,AM",LM,LM,,,
ENG-Premier League,2324,Wolves-Newcastle Utd,5,Mario Lemina,Wolves,True,CM,85,2023-10-28,Wolves,Newcastle,Newcastle,Newcastle,CM,False,"CM,DM,CM,LM,AM,LW,DM",CM,CM,,,
ENG-Premier League,2324,Wolves-Newcastle Utd,6,Boubacar Traore,Wolves,True,CM,53,2023-10-28,Wolves,Newcastle,Newcastle,Newcastle,CM,False,"CM,AMC,DM,FW,RW",CM,CM,,,
ENG-Premier League,2324,Wolves-Newcastle Utd,7,Pedro Neto,Wolves,True,RM,76,2023-10-28,Wolves,Newcastle,Newcastle,Newcastle,RW,True,"AMR,RM,LM,LW,RW,AM,FW,CM,WB,AM,LW,FW",LW,RM,,,
ENG-Premier League,2324,Wolves-Newcastle Utd,11,Hwang Hee-chan,Wolves,True,RF,90,2023-10-28,Wolves,Newcastle,Newcastle,Newcastle,FW,True,"AML,LM,RM,RW,LW,RF,AMR,FW,RW,LM,FW,FW,LW,CM,AM",FW,RF,,,
ENG-Premier League,2324,Wolves-Newcastle Utd,12,Matheus Cunha,Wolves,True,FW,90,2023-10-28,Wolves,Newcastle,Newcastle,Newcastle,FW,False,"FW,LF,LW,CF,AM",FW,FW,,,
ENG-Premier League,2324,Wolves-Newcastle Utd,15,Craig Dawson,Wolves,True,CB,90,2023-10-28,Wolves,Newcastle,Newcastle,Newcastle,CB,False,CB,CB,CB,,,
ENG-Premier League,2324,Wolves-Newcastle Utd,22,Nelson Semedo,Wolves,True,RB,90,2023-10-28,Wolves,Newcastle,Newcastle,Newcastle,WB,True,"RB,RM,WB,RM,RB",RB,RB,,,
ENG-Premier League,2324,Wolves-Newcastle Utd,23,Max Kilman,Wolves,True,CB,90,2023-10-28,Wolves,Newcastle,Newcastle,Newcastle,CB,False,CB,CB,CB,,,
ENG-Premier League,2324,Wolves-Newcastle Utd,24,Toti Gomes,Wolves,True,LB,90,2023-10-28,Wolves,Newcastle,Newcastle,Newcastle,CB,True,"CB,LB",CB,LB,,,
ENG-Premier League,2324,Wolves-Newcastle Utd,25,Daniel Bentley,Wolves,False,GK,0,2023-10-28,Wolves,Newcastle,Newcastle,Newcastle,GK,False,GK,GK,GK,,,
ENG-Premier League,2324,Wolves-Newcastle Utd,2,Matt Doherty,Wolves,False,WB,0,2023-10-28,Wolves,Newcastle,Newcastle,Newcastle,WB,False,"WB,RW,LB,RB,AML,LM,RM,RM,WB,LM,WB,FW,CM,CB,AM,LF,RM,LM",WB,WB,,,
ENG-Premier League,2324,Wolves-Newcastle Utd,4,Santiago Bueno,Wolves,False,CB,0,2023-10-28,Wolves,Newcastle,Newcastle,Newcastle,CB,False,CB,CB,CB,,,
