game_id,player_id,reason,status,player
1729439,136452,injured,Out,Max Lowe
1729439,336285,injured,Out,Rhian Brewster
1729439,361752,injured,Out,Rhys Norrington-Davies
1729439,316077,injured,Out,Tom Davies
1729419,331790,injured,Out,Boubacar Kamara
1729419,236511,injured doubtful,Doubtful,Clement Lenglet
1729419,337883,suspended,Out,Douglas Luiz
1729419,260592,injured,Out,
1729419,369813,injured,Out,Jacob Ramsey
1729419,332398,injured,Out,Nicolo Zaniolo
1729419,123167,injured,Out,Tyrone Mings
1729419,135374,injured,Out,Alex Moreno
1729419,357073,injured doubtful,Doubtful,Antoine Semenyo
1729419,342842,unfit,Doubtful,Chris Mepham
1729419,361879,injured,Out,Luis Sinisterra
1729419,344314,injured,Out,Marcus Tavernier
1729419,83554,injured,Out,
1729419,315275,injured doubtful,Doubtful,Tyler Adams
1729424,374993,injured,Out,Cheick Doucoure
1729424,395401,injured,Out,Chris Richards
1729424,413291,injured,Out,Jesurun Rak-Sakyi
1729424,374631,injured,Out,Marc Guehi
1729424,428635,injured,Out,Matheus Franca
1729424,288795,injured,Out,
1729424,105603,injured,Out,Sam Johnstone
1729424,92516,injured,Out,Alphonse Areola
1729424,491564,injured,Out,George Earthy
1729424,270446,injured doubtful,Doubtful,Kalvin Phillips
1729424,351127,injured doubtful,Doubtful,Konstantinos Mavropanos
1729424,362434,injured doubtful,Doubtful,Nayef Aguerd
1729427,131519,injured,Out,
1729427,141469,injured doubtful,Doubtful,Dominic Calvert-Lewin
1729427,80464,injured doubtful,Doubtful,Idrissa Gueye
1729427,381045,injured doubtful,Doubtful,Jarrad Branthwaite
1729427,425711,injured,Out,Lewis Dobbin
1729427,396975,injured,Out,Nathan Patterson
1729427,31826,injured,Out,Seamus Coleman
1729427,413211,injured doubtful,Doubtful,Anthony Elanga
1729427,281049,injured,Out,Taiwo Awoniyi
1729427,97587,injured,Out,Willy-Arnaud Boly
1729430,424945,injured,Out,Conor Bradley
1729430,74341,injured,Out,Joel Matip
1729430,74939,injured,Out,Thiago Alcantara
1729409,388650,injured,Out,Jurrien Timber
1729409,299272,injured doubtful,Doubtful,Ben Chilwell
1729409,300945,injured,Out,Christopher Nkunku
1729409,395692,injured doubtful,Doubtful,Cole Palmer
1729409,404616,injured,Out,Lesley Ugochukwu
1729409,421351,injured,Out,Levi Colwill
1729409,403850,injured doubtful,Doubtful,Malo Gusto
1729409,361330,injured,Out,Reece James
1729409,425319,injured,Out,Romeo Lavia
1729409,373946,injured,Out,
1729418,374993,injured,Out,Cheick Doucoure
1729418,133464,injured,Out,Jefferson Lerma
1729418,374631,injured,Out,Marc Guehi
1729418,428635,injured,Out,Matheus Franca
1729418,105603,injured,Out,Sam Johnstone
1729418,134115,injured,Out,Callum Wilson
1729418,105171,injured,Out,Jamaal Lascelles
1729418,342563,injured,Out,Joe Willock
1729418,201755,injured,Out,Joelinton
1729418,83078,injured,Out,Kieran Trippier
1729418,474264,injured,Out,Lewis Miley
1729418,136776,injured,Out,Matt Targett
1729418,303924,injured,Out,Miguel Almiron
1729418,105720,injured,Out,Nick Pope
1729418,343501,other,Out,Sandro Tonali
1729418,379732,injured,Out,Sven Botman
1729421,380546,injured,Out,Beto
1729421,131519,injured,Out,
1729421,425711,injured,Out,Lewis Dobbin
1729421,396975,injured,Out,Nathan Patterson
1729421,31826,injured,Out,Seamus Coleman
1729421,424945,injured,Out,Conor Bradley
1729421,235755,injured,Out,Diogo Jota
1729421,74341,injured,Out,Joel Matip
1729421,74939,injured,Out,Thiago Alcantara
1729429,122366,injured,Out,Anthony Martial
1729429,22079,injured doubtful,Doubtful,Jonny Evans
1729429,340105,injured,Out,Lisandro Martinez
1729429,118244,injured,Out,Luke Shaw
1729429,343346,injured,Out,Mason Mount
1729429,93206,injured doubtful,Doubtful,Raphael Varane
1729429,345303,injured,Out,
1729429,100008,injured,Out,Victor Lindelof
1729429,494120,injured,Out,Willy Kambwala
1729429,35607,injured,Out,Chris Basham
1729429,415163,injured,Out,
1729429,134244,injured,Out,George Baldock
1729429,86594,injured doubtful,Doubtful,Jack Robinson
1729429,108632,injured,Out,John Egan
1729429,136452,injured,Out,Max Lowe
1729429,336285,injured,Out,Rhian Brewster
1729429,361752,injured,Out,Rhys Norrington-Davies
1729429,316077,injured,Out,Tom Davies
1729435,342842,injured,Out,Chris Mepham
1729435,361879,injured,Out,Luis Sinisterra
1729435,344314,injured,Out,Marcus Tavernier
1729435,83554,injured,Out,
1729435,315275,injured doubtful,Doubtful,Tyler Adams
1729435,73063,injured,Out,Craig Dawson
1729435,320242,injured,Out,Jean-Ricner Bellegarde
1729435,518340,injured,Out,Leon Chiwome
1729435,362758,injured,Out,Matheus Cunha
1729435,492693,injured doubtful,Doubtful,
1729435,296363,injured doubtful,Doubtful,Nelson Semedo
1729435,337916,injured,Out,Pedro Neto
